patois,francese,italiano,audio
vardé,garder,tenere,https://www.patoisvda.org/asset/0000065701.mp3
vatchoula,pomme de pin,pigna,https://www.patoisvda.org/asset/0000057136.mp3
vatse,vache,mucca,https://www.patoisvda.org/asset/0000057912.mp3
vazo,vase,vaso,https://www.patoisvda.org/asset/0000057926.mp3
vé,veau,vitello,https://www.patoisvda.org/asset/0000057928.mp3
vécù (vivre),vécu (vivre),vissuto (vivere),https://www.patoisvda.org/asset/0000066180.mp3
vegnerón,vigneron,viticoltore,https://www.patoisvda.org/asset/0000057974.mp3
vèina,veine,vena,https://www.patoisvda.org/asset/0000057930.mp3
vèiro,verre,bicchiere,https://www.patoisvda.org/asset/0000057958.mp3
vèiro,verre,vetro,https://www.patoisvda.org/asset/0000057960.mp3
vèiro,vitre,vetro,https://www.patoisvda.org/asset/0000058000.mp3
veladzo,village,villaggio,https://www.patoisvda.org/asset/0000057976.mp3
vendre,vendre,vendere,
vendù (vendre),vendu (vendre),venduto (vendere),https://www.patoisvda.org/asset/0000066165.mp3
venégro,vinaigre,aceto,https://www.patoisvda.org/asset/0000057982.mp3
venendze,vendange,vendemmia,https://www.patoisvda.org/asset/0000057934.mp3
venì,devenir,diventare,https://www.patoisvda.org/asset/0000065626.mp3
venì (venì),devenu (devenir),diventato (diventare),https://www.patoisvda.org/asset/0000065628.mp3
vente,vente,vendita,https://www.patoisvda.org/asset/0000057942.mp3
ventro,ventre (de l'homme),ventre (dell'animale),https://www.patoisvda.org/asset/0000057946.mp3
ver,vert,verde,https://www.patoisvda.org/asset/0000058614.mp3
verdaou,légumes,verdura,https://www.patoisvda.org/asset/0000055902.mp3
verdjé,verger,frutteto,https://www.patoisvda.org/asset/0000057950.mp3
verdzasse,écureuil,scoiattolo,https://www.patoisvda.org/asset/0000055401.mp3
verdzetta,alliance,fede,https://www.patoisvda.org/asset/0000090178.mp3
verdzetta,bague,anello,https://www.patoisvda.org/asset/0000053347.mp3
vére,voir,vedere,https://www.patoisvda.org/asset/0000066181.mp3
veretà,vérité,verità,https://www.patoisvda.org/asset/0000057954.mp3
vergogne,honte,vergogna,https://www.patoisvda.org/asset/0000055780.mp3
vergogne,honte,vergogna,https://www.patoisvda.org/asset/0000055782.mp3
verse,ver,verme,https://www.patoisvda.org/asset/0000057948.mp3
veugne,vigne,vigna,https://www.patoisvda.org/asset/0000057968.mp3
veulla,ville,città,https://www.patoisvda.org/asset/0000057978.mp3
veun,vin,vino,https://www.patoisvda.org/asset/0000057980.mp3
veurrià (veurrié),tourné (tourner),girato (girare),https://www.patoisvda.org/asset/0000066138.mp3
veurrié,tourner,girare,https://www.patoisvda.org/asset/0000066136.mp3
vevvo,veuf,vedovo,https://www.patoisvda.org/asset/0000058514.mp3
vezadzo,visage,viso,https://www.patoisvda.org/asset/0000057994.mp3
vezadzuye,masque,maschera,https://www.patoisvda.org/asset/0000056021.mp3
vezetà (vezeté),visité (visiter),visitato (visitare),https://www.patoisvda.org/asset/0000066177.mp3
vacanse,vacances,vacanza,https://www.patoisvda.org/asset/0000057910.mp3
vaga,vague,onda,https://www.patoisvda.org/asset/0000090308.mp3
vagnà (vagné),semé (semer),seminato (seminare),https://www.patoisvda.org/asset/0000066083.mp3
vagné,semer (à la volée),seminare,https://www.patoisvda.org/asset/0000066081.mp3
vagón,wagon,vagone,https://www.patoisvda.org/asset/0000090320.mp3
Val d'Ousta,Vallée d'Aoste,Valle d'Aosta,https://www.patoisvda.org/asset/0000057922.mp3
valeur,valeur,valore,https://www.patoisvda.org/asset/0000057916.mp3
valiza,valise,valigia,https://www.patoisvda.org/asset/0000057918.mp3
vapeur,vapeur,vapore,https://www.patoisvda.org/asset/0000057924.mp3
vardà (vardé),gardé (garder),tenuto (tenere),https://www.patoisvda.org/asset/0000065703.mp3
vardé,garder,tenere,https://www.patoisvda.org/asset/0000065701.mp3
vatchoula,pomme de pin,pigna,https://www.patoisvda.org/asset/0000057136.mp3
vatse,vache,mucca,https://www.patoisvda.org/asset/0000057912.mp3
vazo,vase,vaso,https://www.patoisvda.org/asset/0000057926.mp3
vé,veau,vitello,https://www.patoisvda.org/asset/0000057928.mp3
vécù (vivre),vécu (vivre),vissuto (vivere),https://www.patoisvda.org/asset/0000066180.mp3
vegnerón,vigneron,viticoltore,https://www.patoisvda.org/asset/0000057974.mp3
vèina,veine,vena,https://www.patoisvda.org/asset/0000057930.mp3
vèiro,verre,bicchiere,https://www.patoisvda.org/asset/0000057958.mp3
vèiro,verre,vetro,https://www.patoisvda.org/asset/0000057960.mp3
vèiro,vitre,vetro,https://www.patoisvda.org/asset/0000058000.mp3
veladzo,village,villaggio,https://www.patoisvda.org/asset/0000057976.mp3
vendre,vendre,vendere,
vendù (vendre),vendu (vendre),venduto (vendere),https://www.patoisvda.org/asset/0000066165.mp3
venégro,vinaigre,aceto,https://www.patoisvda.org/asset/0000057982.mp3
venendze,vendange,vendemmia,https://www.patoisvda.org/asset/0000057934.mp3
venì,devenir,diventare,https://www.patoisvda.org/asset/0000065626.mp3
venì (venì),devenu (devenir),diventato (diventare),https://www.patoisvda.org/asset/0000065628.mp3
vente,vente,vendita,https://www.patoisvda.org/asset/0000057942.mp3
ventro,ventre (de l'homme),ventre (dell'animale),https://www.patoisvda.org/asset/0000057946.mp3
ver,vert,verde,https://www.patoisvda.org/asset/0000058614.mp3
verdaou,légumes,verdura,https://www.patoisvda.org/asset/0000055902.mp3
verdjé,verger,frutteto,https://www.patoisvda.org/asset/0000057950.mp3
verdzasse,écureuil,scoiattolo,https://www.patoisvda.org/asset/0000055401.mp3
verdzetta,alliance,fede,https://www.patoisvda.org/asset/0000090178.mp3
verdzetta,bague,anello,https://www.patoisvda.org/asset/0000053347.mp3
vére,voir,vedere,https://www.patoisvda.org/asset/0000066181.mp3
veretà,vérité,verità,https://www.patoisvda.org/asset/0000057954.mp3
vergogne,honte,vergogna,https://www.patoisvda.org/asset/0000055780.mp3
vergogne,honte,vergogna,https://www.patoisvda.org/asset/0000055782.mp3
verse,ver,verme,https://www.patoisvda.org/asset/0000057948.mp3
veugne,vigne,vigna,https://www.patoisvda.org/asset/0000057968.mp3
veulla,ville,città,https://www.patoisvda.org/asset/0000057978.mp3
veun,vin,vino,https://www.patoisvda.org/asset/0000057980.mp3
veurrià (veurrié),tourné (tourner),girato (girare),https://www.patoisvda.org/asset/0000066138.mp3
veurrié,tourner,girare,https://www.patoisvda.org/asset/0000066136.mp3
vevvo,veuf,vedovo,https://www.patoisvda.org/asset/0000058514.mp3
vezadzo,visage,viso,https://www.patoisvda.org/asset/0000057994.mp3
vezadzuye,masque,maschera,https://www.patoisvda.org/asset/0000056021.mp3
vezetà (vezeté),visité (visiter),visitato (visitare),https://www.patoisvda.org/asset/0000066177.mp3
vezeté,visiter,visitare,https://www.patoisvda.org/asset/0000066175.mp3
vezeun,voisin,vicino,https://www.patoisvda.org/asset/0000058002.mp3
vezeutta,visite,visita,https://www.patoisvda.org/asset/0000057996.mp3
vianda,viande,carne,https://www.patoisvda.org/asset/0000057964.mp3
viéillì,vieillir,invecchiare,https://www.patoisvda.org/asset/0000066172.mp3
viéillì (viéillì),vieilli (vieillir),invecchiato (invecchiare),https://www.patoisvda.org/asset/0000066174.mp3
violanse,violence,violenza,https://www.patoisvda.org/asset/0000057984.mp3
violet,violet,viola,https://www.patoisvda.org/asset/0000058624.mp3
violetta,violette,violetta,https://www.patoisvda.org/asset/0000057986.mp3
vioù,vieux,vecchio,https://www.patoisvda.org/asset/0000058241.mp3
vipa,guêpe,vespa,https://www.patoisvda.org/asset/0000055743.mp3
vipére,vipère,vipera,https://www.patoisvda.org/asset/0000057988.mp3
vipró,après-midi,pomeriggio,https://www.patoisvda.org/asset/0000052967.mp3
visse,vis,vite,https://www.patoisvda.org/asset/0000057992.mp3
visse,vigne,vite,https://www.patoisvda.org/asset/0000057972.mp3
vitesse,vitesse,velocità,https://www.patoisvda.org/asset/0000057998.mp3
vitouére,victoire,vittoria,https://www.patoisvda.org/asset/0000090310.mp3
vivre,vivre,vivere,https://www.patoisvda.org/asset/0000066178.mp3
viya,vie,vita,https://www.patoisvda.org/asset/0000057966.mp3
vol,vol,volo,https://www.patoisvda.org/asset/0000058008.mp3
volèi,vouloir,volere,https://www.patoisvda.org/asset/0000066190.mp3
voleumo,volume,volume,https://www.patoisvda.org/asset/0000090314.mp3
votà (voté),voté (voter),votato (votare),https://www.patoisvda.org/asset/0000066189.mp3
vote,vote,voto,https://www.patoisvda.org/asset/0000090316.mp3
voté,voter,votare,https://www.patoisvda.org/asset/0000066187.mp3
vouayella,voyelle,vocale,https://www.patoisvda.org/asset/0000090318.mp3
vouése,voix,voce,https://www.patoisvda.org/asset/0000058006.mp3
vouidà (vouidé),vidé (vider),vuotato (vuotare),https://www.patoisvda.org/asset/0000066171.mp3
vouiddo,vide,vuoto,https://www.patoisvda.org/asset/0000058221.mp3
vouidé,vider,vuotare,https://www.patoisvda.org/asset/0000066169.mp3
vouidzà (vouidzé),versé (verser dedans),versato (versare dentro),https://www.patoisvda.org/asset/0000066168.mp3
vouidzé,verser,versare,https://www.patoisvda.org/asset/0000066166.mp3
voulù (volèi),voulu (vouloir),voluto (volere),https://www.patoisvda.org/asset/0000066193.mp3
voya,envie,voglia,https://www.patoisvda.org/asset/0000055451.mp3
voyadzà (voyadzé),voyagé (voyager),viaggiato (viaggiare),https://www.patoisvda.org/asset/0000066197.mp3
voyadzé,voyager,viaggiare,https://www.patoisvda.org/asset/0000066194.mp3
vrèi,vrai,vero,https://www.patoisvda.org/asset/0000058206.mp3
vu (vére),vu (voir),visto (vedere),https://www.patoisvda.org/asset/0000090395.mp3
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
vu (vére),,,
zeun,zinc,zinco,https://www.patoisvda.org/asset/0000058014.mp3
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,zinc,zinco,https://www.patoisvda.org/asset/0000058014.mp3
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
zeun,,,
